,libro,capitulo,verso,texto
6820,Jueces,10,13,"13 Sin embargo, ustedes me abandonaron y sirvieron a otros dioses. Así que ya no los rescataré más."
6821,Jueces,10,14,14 ¡Vayan a clamar a los dioses que han escogido! ¡Que los rescaten ellos de este momento de angustia!
6822,Jueces,10,15,"15 Pero los israelitas rogaron al Señor diciendo: —Hemos pecado. Castíganos como bien te parezca, pero rescátanos hoy de nuestros enemigos."
6823,Jueces,10,16,"16 Entonces los israelitas dejaron los dioses ajenos para servir al Señor , y él se entristeció a causa del sufrimiento que experimentaban."
6824,Jueces,10,17,"17 En esa ocasión, los ejércitos de Amón se habían juntado para la guerra y acampaban en Galaad, y el pueblo de Israel se congregó y acampó en Mizpa."
6825,Jueces,10,18,18 Los líderes de Galaad se dijeron unos a otros: «El primero que ataque a los amonitas será proclamado gobernante de todo el pueblo de Galaad».
6826,Jueces,11,1,"1 Jefté, juez de Israel Jefté era un gran guerrero de la región de Galaad. Era hijo de Galaad, pero su madre era una prostituta."
6827,Jueces,11,2,"2 La esposa de Galaad tuvo varios hijos, y cuando esos medio hermanos de Jefté crecieron, lo echaron del territorio. «Tú no recibirás ninguna parte de la herencia de nuestro padre —le dijeron—, porque eres hijo de una prostituta»."
6828,Jueces,11,3,"3 Así que Jefté huyó de sus hermanos y vivió en la tierra de Tob. En poco tiempo, tuvo una banda de rebeldes despreciables que lo seguían."
6829,Jueces,11,4,"4 Por ese entonces, los amonitas comenzaron a hacer guerra contra Israel."
6830,Jueces,11,5,"5 Así que cuando los amonitas atacaron, los ancianos de Galaad mandaron a buscar a Jefté a la tierra de Tob y le dijeron:"
6831,Jueces,11,6,6 —¡Ven y sé nuestro comandante! ¡Ayúdanos a pelear contra los amonitas!
6832,Jueces,11,7,7 Pero Jefté les respondió: —¿Acaso no son ustedes los mismos que me odiaban y me echaron de la casa de mi padre? ¿Por qué vienen a buscarme ahora que están en apuros?
6833,Jueces,11,8,"8 —Porque te necesitamos —contestaron los ancianos—. Si marchas al frente de nosotros a la batalla contra los amonitas, te proclamaremos gobernante de todo el pueblo de Galaad."
6834,Jueces,11,9,"9 Jefté les dijo a los ancianos: —A ver si entiendo bien: si voy con ustedes y el Señor me da la victoria sobre los amonitas, ¿de veras me harán gobernante de todo el pueblo?"
6835,Jueces,11,10,10 —El Señor es nuestro testigo —contestaron los ancianos—. Prometemos hacer todo lo que tú digas.
6836,Jueces,11,11,"11 Entonces Jefté fue con los ancianos de Galaad, y el pueblo lo proclamó gobernante y comandante del ejército. En Mizpa, en presencia del Señor , Jefté repitió lo que les había dicho a los ancianos."
6837,Jueces,11,12,"12 Luego Jefté envió mensajeros al rey de Amón, para preguntarle: —¿Por qué has salido a pelear contra mi tierra?"
6838,Jueces,11,13,"13 El rey de Amón contestó a los mensajeros de Jefté: —Cuando los israelitas salieron de Egipto, me robaron la tierra desde el río Arnón hasta el río Jaboc, y desde allí hasta el Jordán. Así que ahora, devuélvanme mi tierra pacíficamente."
6839,Jueces,11,14,"14 En respuesta, Jefté le envió al rey amonita el siguiente mensaje:"
6840,Jueces,11,15,15 «Esto es lo que dice Jefté: Israel no robó ninguna tierra ni a Moab ni a Amón.
6841,Jueces,11,16,"16 Cuando los israelitas llegaron a Cades, en su viaje desde Egipto, después de cruzar el mar Rojo,"
6842,Jueces,11,17,"17 enviaron mensajeros al rey de Edom para pedirle que les permitiera pasar por su tierra. Pero su petición fue denegada. Entonces le pidieron lo mismo al rey de Moab, pero él tampoco los dejó pasar por su tierra. Por eso el pueblo de Israel se quedó en Cades."
6843,Jueces,11,18,"18 »Finalmente, se fueron rodeando por el desierto los territorios de Edom y Moab. Viajaron a lo largo de la frontera oriental de Moab y acamparon al otro lado del río Arnón. Pero ni una sola vez cruzaron el río Arnón para entrar en Moab, porque el Arnón era la frontera de Moab."
6844,Jueces,11,19,"19 »Después Israel envió mensajeros al rey Sehón, de los amorreos, quien reinaba desde Hesbón, a fin de pedirle permiso para atravesar su territorio y llegar a su destino."
6845,Jueces,11,20,"20 Pero el rey Sehón no confiaba lo suficiente en Israel para dejarlo pasar por su tierra. En cambio, movilizó a su ejército en Jahaza y atacó a los israelitas."
6846,Jueces,11,21,"21 Pero el Señor , Dios de Israel, le dio a su pueblo la victoria sobre el rey Sehón. Entonces Israel se apoderó de la tierra de los amorreos, quienes vivían en aquella región,"
6847,Jueces,11,22,"22 desde el río Arnón hasta el río Jaboc, y desde el desierto oriental hasta el Jordán."
6848,Jueces,11,23,"23 »Así que, como ves, fue el Señor , Dios de Israel, quien les quitó la tierra a los amorreos y se la dio a Israel. Entonces, ¿por qué tendríamos que devolvértela a ti?"
6849,Jueces,11,24,"24 Tú quédate con todo lo que te dé tu dios Quemos, y nosotros nos quedaremos con todo lo que nos dé el Señor nuestro Dios."
6850,Jueces,11,25,"25 ¿Acaso eres tú mejor que Balac, hijo de Zipor, rey de Moab? ¿Intentó él presentar argumentos contra Israel por territorios en conflicto? ¿Entró en guerra con los israelitas?"
6851,Jueces,11,26,"26 »Hace trescientos años que Israel vive aquí, tanto en Hesbón como en los asentamientos de alrededor, hasta Aroer y sus asentamientos, y en todas las ciudades a lo largo del río Arnón. ¿Por qué no has hecho ningún esfuerzo hasta ahora para recuperar la tierra?"
6852,Jueces,11,27,"27 Por lo tanto, yo no pequé contra ti. Más bien, tú me hiciste daño al atacarme. Que el Señor , quien es juez, decida hoy quién de nosotros tiene la razón: si Amón o Israel»."
6853,Jueces,11,28,28 Pero el rey de Amón no hizo caso al mensaje de Jefté.
6854,Jueces,11,29,"29 El voto de Jefté En esa ocasión, el Espíritu del Señor vino sobre Jefté, y él recorrió toda la tierra de Galaad y de Manasés, incluida Mizpa en Galaad y, desde allí, lideró al ejército contra los amonitas."
6855,Jueces,11,30,"30 Y Jefté hizo un voto al Señor : «Si me das la victoria sobre los amonitas,"
6856,Jueces,11,31,31 yo entregaré al Señor al primero que salga de mi casa para recibirme cuando regrese triunfante. Lo sacrificaré como ofrenda quemada».
6857,Jueces,11,32,"32 Así que Jefté dirigió al ejército contra los amonitas, y el Señor le dio la victoria."
6858,Jueces,11,33,"33 Aplastó a los amonitas, devastó unas veinte ciudades desde Aroer hasta una zona cerca de Minit, y desde allí hasta Abel-keramim. De esa forma, Israel derrotó a los amonitas."
6859,Jueces,11,34,"34 Cuando Jefté volvió a su casa en Mizpa, su hija salió a recibirlo tocando una pandereta y danzando de alegría. Ella era su hija única, ya que él no tenía más hijos ni hijas."
6860,Jueces,11,35,"35 Cuando la vio, se rasgó la ropa en señal de angustia. —¡Hija mía! —clamó—. ¡Me has destruido por completo! ¡Me has traído una gran calamidad! Pues hice un voto al Señor y no puedo dejar de cumplirlo."
6861,Jueces,11,36,"36 Y ella le dijo: —Padre, si hiciste un voto al Señor , debes hacer conmigo lo que prometiste, porque el Señor te ha dado una gran victoria sobre tus enemigos, los amonitas."
6862,Jueces,11,37,"37 Pero antes, permíteme hacer una sola cosa: déjame subir a deambular por las colinas y a llorar con mis amigas durante dos meses, porque moriré virgen."
6863,Jueces,11,38,38 —Puedes ir —le dijo Jefté. Y la dejó salir por el término de dos meses. Ella y sus amigas subieron a las colinas y lloraron porque ella nunca tendría hijos.
6864,Jueces,11,39,"39 Cuando volvió a su casa, su padre cumplió el voto que había hecho, y ella murió virgen. Así que se hizo costumbre en Israel"
6865,Jueces,11,40,40 que las jóvenes israelitas se ausentaran cuatro días cada año para lamentar la desgracia de la hija de Jefté.
6866,Jueces,12,1,1 Efraín lucha con Jefté Luego los hombres de Efraín movilizaron a un ejército y cruzaron el río Jordán hasta Zafón. Entonces enviaron el siguiente mensaje a Jefté: —¿Por qué no nos llamaste para que te ayudáramos a luchar contra los amonitas? ¡Quemaremos tu casa contigo adentro!
6867,Jueces,12,2,"2 Jefté respondió: —¡Yo los convoqué cuando comenzó el conflicto, pero ustedes se negaron a venir! No quisieron ayudarnos a luchar contra Amón."
6868,Jueces,12,3,"3 De modo que, al ver que no vendrían, arriesgué mi vida y salí a combatir sin ustedes, y el Señor me dio la victoria sobre los amonitas. Así que, ¿por qué vienen ahora a pelear conmigo?"
6869,Jueces,12,4,"4 La gente de Efraín contestó: —Ustedes, los de Galaad, no son más que fugitivos de Efraín y de Manasés. Entonces Jefté reunió a todos los hombres de Galaad, atacó a los hombres de Efraín y los derrotó."
6870,Jueces,12,5,"5 Jefté tomó control de los vados del río Jordán y, cada vez que un fugitivo de Efraín trataba de cruzar para volver a su tierra, los hombres de Galaad lo desafiaban preguntándole: «¿Eres miembro de la tribu de Efraín?». Si decía el hombre: «No, no lo soy»,"
6871,Jueces,12,6,"6 ellos le pedían que pronunciara la palabra shibolet. Si era de Efraín, diría sibolet, porque a la gente de Efraín le cuesta pronunciar bien esa palabra. Entonces se lo llevaban y lo mataban en los vados del Jordán. En total mataron a cuarenta y dos mil de la tribu de Efraín en esos días."
6872,Jueces,12,7,"7 Jefté fue juez de Israel durante seis años. Cuando murió, lo enterraron en una de las ciudades de Galaad."
6873,Jueces,12,8,"8 Ibzán, juez de Israel Después de la muerte de Jefté, Ibzán, de Belén, fue juez de Israel."
6874,Jueces,12,9,"9 Tuvo treinta hijos y treinta hijas. Envió a sus hijas a casarse con hombres que no pertenecían a su clan, y trajo treinta mujeres jóvenes que tampoco eran de su clan para que se casaran con sus hijos. Ibzán fue juez de Israel durante siete años."
6875,Jueces,12,10,"10 Cuando murió, lo enterraron en Belén."
6876,Jueces,12,11,"11 Elón, juez de Israel Después de la muerte de Ibzán, Elón, de la tribu de Zabulón, fue juez de Israel durante diez años."
6877,Jueces,12,12,"12 Cuando murió, lo enterraron en Ajalón, en la tierra de Zabulón."
6878,Jueces,12,13,"13 Abdón, juez de Israel Después de la muerte de Elón, fue juez de Israel Abdón, hijo de Hilel, de Piratón."
6879,Jueces,12,14,"14 Tuvo cuarenta hijos varones y treinta nietos varones, quienes cabalgaban sobre setenta burros. Fue juez en Israel por ocho años."
6880,Jueces,12,15,"15 Cuando murió, lo enterraron en Piratón, en Efraín, en la zona montañosa de los amalecitas."
6881,Jueces,13,1,"1 Nacimiento de Sansón Una vez más, los israelitas hicieron lo malo a los ojos del Señor , así que el Señor los entregó en manos de los filisteos, quienes los oprimieron durante cuarenta años."
6882,Jueces,13,2,"2 En esos días, vivía en la ciudad de Zora un hombre llamado Manoa, de la tribu de Dan. Su esposa no podía quedar embarazada, y no tenían hijos."
6883,Jueces,13,3,"3 Entonces el ángel del Señor se le apareció a la esposa de Manoa y le dijo: «Aunque no has podido tener hijos, pronto quedarás embarazada y darás a luz un hijo varón."
6884,Jueces,13,4,4 Así que ten cuidado; no debes beber vino ni ninguna otra bebida alcohólica ni comer ninguno de los alimentos prohibidos.
6885,Jueces,13,5,"5 Quedarás embarazada y darás a luz un hijo, a quien jamás se le debe cortar el cabello. Pues él será consagrado a Dios como nazareo desde su nacimiento. Él comenzará a rescatar a Israel de manos de los filisteos»."
6886,Jueces,13,6,"6 La mujer corrió a decirle a su esposo: «¡Se me apareció un hombre de Dios! Tenía el aspecto de uno de los ángeles de Dios, daba miedo verlo. No le pregunté de dónde era, y no me dijo su nombre."
6887,Jueces,13,7,"7 Pero me dijo: “Quedarás embarazada y darás a luz un hijo. No debes beber vino ni ninguna otra bebida alcohólica, ni comer ninguno de los alimentos prohibidos. Pues tu hijo será consagrado a Dios como nazareo desde el día de su nacimiento hasta el día de su muerte”»."
6888,Jueces,13,8,"8 Entonces Manoa oró al Señor diciendo: «Señor, te pido que el hombre de Dios vuelva a nosotros y nos dé más instrucciones acerca del hijo que nacerá»."
6889,Jueces,13,9,"9 Dios respondió a la oración de Manoa, y el ángel de Dios se le apareció otra vez a la esposa mientras estaba sentada en el campo; pero Manoa, su esposo, no estaba con ella."
6890,Jueces,13,10,"10 Así que, enseguida ella fue corriendo a contarle a su esposo: «¡El hombre que se me apareció el otro día está aquí de nuevo!»."
6891,Jueces,13,11,"11 Manoa regresó corriendo con su esposa y preguntó: —¿Eres el hombre que le habló a mi esposa el otro día? —Sí —contestó él—, soy yo."
6892,Jueces,13,12,"12 Entonces Manoa le preguntó: —Cuando tus palabras se hagan realidad, ¿qué reglas deben gobernar la vida y el trabajo del muchacho?"
6893,Jueces,13,13,13 El ángel del Señor le contestó: —Asegúrate de que tu esposa siga las instrucciones que le di.
6894,Jueces,13,14,"14 No debe comer uvas ni pasas ni beber vino u otra bebida alcohólica, ni comer ningún alimento prohibido."
6895,Jueces,13,15,"15 Entonces Manoa le dijo al ángel del Señor : —Por favor, quédate aquí hasta que preparemos un cabrito para que comas."
6896,Jueces,13,16,"16 —Me quedaré —le contestó el ángel del Señor —, pero no comeré nada. En cambio, puedes preparar una ofrenda quemada como sacrificio al Señor . (Manoa no se daba cuenta de que era el ángel del Señor )."
6897,Jueces,13,17,17 Entonces Manoa le preguntó al ángel del Señor : —¿Cómo te llamas? Pues queremos honrarte cuando todo esto se haga realidad.
6898,Jueces,13,18,18 —¿Para qué preguntas mi nombre? —contestó el ángel del Señor —. Es demasiado maravilloso para que tú lo comprendas.
6899,Jueces,13,19,"19 Después Manoa tomó un cabrito y una ofrenda de grano, y ofreció todo sobre una piedra como sacrificio al Señor . Y mientras Manoa y su esposa observaban, el Señor hizo algo asombroso:"
6900,Jueces,13,20,"20 cuando las llamas del altar se elevaron hacia el cielo, el ángel del Señor ascendió en medio del fuego. Al verlo, Manoa y su esposa se postraron rostro en tierra."
6901,Jueces,13,21,"21 El ángel no volvió a aparecerse a Manoa y a su esposa. Entonces Manoa finalmente se dio cuenta de que era el ángel del Señor ,"
6902,Jueces,13,22,"22 y le dijo a su esposa: —¡Seguramente moriremos, porque hemos visto a Dios!"
6903,Jueces,13,23,"23 Pero su esposa dijo: —Si el Señor hubiera querido matarnos, no habría aceptado nuestra ofrenda quemada ni nuestra ofrenda de grano. No se nos hubiera aparecido, ni habría dicho algo tan maravilloso, ni hecho estos milagros."
6904,Jueces,13,24,"24 Así que cuando nació su hijo, ella lo llamó Sansón. Y el Señor lo bendijo, y el niño creció."
6905,Jueces,13,25,"25 Y el Espíritu del Señor comenzó a manifestarse en él mientras se encontraba viviendo en Mahne-dan, entre las ciudades de Zora y Estaol."
6906,Jueces,14,1,"1 El acertijo de Sansón Cierto día, estando Sansón en Timna, se vio atraído por una mujer filistea."
6907,Jueces,14,2,"2 Cuando volvió a su casa, dijo a su padre y a su madre: —Me gusta una joven filistea de Timna y quiero casarme con ella. Consíganmela."
6908,Jueces,14,3,"3 Pero su padre y su madre se opusieron. —¿Acaso no hay una sola mujer de nuestra tribu o entre todas las israelitas con la que puedas casarte? —preguntaron—. ¿Por qué tienes que ir a los filisteos paganos a buscar una esposa? Sin embargo, Sansón le dijo a su padre: —¡Consíguemela! A mí me gusta ella."
6909,Jueces,14,4,"4 Su padre y su madre no se daban cuenta de que el Señor estaba obrando en todo esto, con el fin de crear una oportunidad para actuar contra los filisteos, que en ese tiempo gobernaban a Israel."
6910,Jueces,14,5,"5 Cuando Sansón y sus padres descendían hacia Timna, de repente un león joven atacó a Sansón cerca de los viñedos de Timna."
6911,Jueces,14,6,"6 En ese instante, el Espíritu del Señor vino con poder sobre él y despedazó las quijadas del león a mano limpia; tan fácilmente como si hubiera sido un cabrito. Pero no contó nada de lo sucedido ni a su padre ni a su madre."
6912,Jueces,14,7,"7 Cuando Sansón llegó a Timna, conversó con la mujer y quedó encantado con ella."
6913,Jueces,14,8,"8 Más tarde, cuando volvió a Timna para la boda, se apartó del camino para ver el cadáver del león. Y encontró un enjambre de abejas que había hecho miel en los restos del animal."
6914,Jueces,14,9,"9 Entonces tomó un poco de miel con las manos y la fue comiendo por el camino. También dio un poco a su padre y a su madre, y ellos comieron; pero no les dijo que había tomado la miel del cadáver del león."
6915,Jueces,14,10,"10 Mientras su padre finalizaba los detalles para el casamiento, Sansón dio una fiesta en Timna, como era costumbre de los jóvenes de la alta sociedad."
6916,Jueces,14,11,"11 Cuando los padres de la novia vieron a Sansón, seleccionaron a treinta jóvenes de la ciudad para que fueran sus acompañantes."
6917,Jueces,14,12,"12 Sansón les dijo a estos jóvenes: —Les propongo un acertijo. Si lo resuelven durante estos siete días de celebración, les daré treinta mantos de lino fino y treinta trajes de ropa para fiesta."
6918,Jueces,14,13,"13 Pero si no pueden encontrar la solución, entonces ustedes me darán a mí treinta mantos de lino fino y treinta trajes de ropa para fiesta. —Muy bien —dijeron ellos—, dinos tu acertijo."
6919,Jueces,14,14,"14 Entonces él recitó: —Del que come, salió algo para comer; y del fuerte, salió algo dulce. Tres días más tarde, seguían intentando resolver el acertijo."
6920,Jueces,14,15,"15 Al cuarto día le dijeron a la mujer de Sansón: «Seduce a tu esposo para que nos explique el acertijo; de lo contrario, quemaremos la casa de tu padre contigo adentro. ¿O acaso nos invitaste a esta fiesta solo para empobrecernos?»."
6921,Jueces,14,16,"16 Entonces la mujer de Sansón fue a verlo y con lágrimas le dijo: —Tú no me amas; ¡me odias! Le propusiste un acertijo a mi gente, pero no me contaste a mí la solución. —Ni a mi padre ni a mi madre les di la respuesta —contestó él—. ¿Por qué te la revelaría a ti?"
6922,Jueces,14,17,"17 Entonces ella no dejaba de llorar cada vez que estaba con él, y siguió llorando hasta el último día de la celebración. Finalmente, cuando llegó el séptimo día, él le dio la respuesta, porque lo estaba fastidiando con tanta insistencia. Y ella les explicó el acertijo a los jóvenes."
6923,Jueces,14,18,"18 Entonces, ese séptimo día, antes de que se pusiera el sol, los hombres de la ciudad se acercaron a Sansón con su respuesta: —¿Qué es más dulce que la miel? ¿Qué es más fuerte que un león? Y Sansón respondió: —¡Si no hubieran arado con mi novilla, jamás habrían descifrado mi acertijo!"
6924,Jueces,14,19,"19 Entonces el Espíritu del Señor vino con poder sobre Sansón, quien descendió a la ciudad de Ascalón, mató a treinta hombres, les quitó las pertenencias, y dio la ropa a los hombres que habían resuelto el acertijo. Pero Sansón estaba furioso por lo que había sucedido y se volvió a la casa de sus padres, a vivir con ellos."
6925,Jueces,14,20,20 Entonces su mujer fue dada en matrimonio a quien había sido el padrino de Sansón en la boda.
6926,Jueces,15,1,"1 Sansón se venga de los filisteos Más tarde, durante la cosecha del trigo, Sansón fue y llevó un cabrito de regalo a su mujer y dijo: —Voy al cuarto de mi esposa para acostarme con ella. Pero el padre de la mujer no lo dejó entrar."
6927,Jueces,15,2,"2 Y le explicó: —En verdad creí que la odiabas así que la entregué en matrimonio a tu padrino de boda. Pero mira, su hermana menor es más hermosa todavía. Cásate con ella en su lugar."
6928,Jueces,15,3,"3 Sansón dijo: —Esta vez no podrán culparme de todo lo que les haré a ustedes, filisteos."
6929,Jueces,15,4,4 Entonces salió y atrapó trescientas zorras. Les ató las colas por parejas y amarró una antorcha a cada par de colas.
6930,Jueces,15,5,"5 Después, encendió las antorchas y soltó las zorras para que corrieran por los campos de grano de los filisteos. Así les quemó todo el grano hasta reducirlo a cenizas, aun las gavillas y el grano sin cortar. También les destruyó los viñedos y los olivares."
6931,Jueces,15,6,"6 —¿Quién hizo esto? —preguntaron los filisteos. —Sansón —respondieron—, porque su suegro de Timna entregó a su esposa en matrimonio al que fue el padrino de su boda. Entonces los filisteos fueron a buscar a la mujer y a su padre, y los quemaron vivos."
6932,Jueces,15,7,"7 —¡Por esto que hicieron —juró Sansón—, no descansaré hasta vengarme de ustedes!"
6933,Jueces,15,8,"8 Luego atacó a los filisteos, lleno de furia, y mató a muchos de ellos. Después se fue a vivir a una cueva en la roca de Etam."
6934,Jueces,15,9,"9 En represalia, los filisteos armaron su campamento en Judá y se extendieron hasta cerca de la ciudad de Lehi."
6935,Jueces,15,10,"10 Entonces los hombres de Judá les preguntaron a los filisteos: —¿Por qué nos atacan? —Vinimos para capturar a Sansón —contestaron los filisteos—, y a vengarnos por lo que nos hizo."
6936,Jueces,15,11,"11 Entonces tres mil hombres de Judá bajaron a buscar a Sansón, dentro de la cueva en la roca de Etam, y le dijeron: —¿No te das cuenta de que los filisteos nos gobiernan? ¿Qué nos estás haciendo? Pero Sansón les contestó: —Yo sólo les hice a ellos lo que ellos me hicieron a mí."
6937,Jueces,15,12,12 Pero los hombres de Judá le dijeron: —Vinimos para amarrarte y entregarte a los filisteos. —Está bien —les dijo Sansón—. Pero prométanme que no me matarán ustedes.
6938,Jueces,15,13,13 —Nosotros solo te amarraremos y te entregaremos a los filisteos —respondieron ellos—. No te mataremos. Así que lo amarraron con dos sogas nuevas y lo sacaron de la roca.
6939,Jueces,15,14,"14 Cuando Sansón llegó a Lehi, los filisteos salieron gritando de triunfo. Sin embargo, el Espíritu del Señor vino con poder sobre Sansón, y él rompió las sogas que tenía atadas en los brazos como si fueran hilos de lino quemados, y cayeron de las muñecas."
6940,Jueces,15,15,"15 Luego Sansón encontró la quijada de un burro recién matado. La levantó, y la usó para matar a mil filisteos."
6941,Jueces,15,16,"16 Después dijo: «¡Con la quijada de un burro, los he apilado en montones! ¡Con la quijada de un burro, he matado a mil hombres!»."
6942,Jueces,15,17,"17 Cuando acabó de jactarse, tiró la quijada; y a ese lugar se le llamó «Colina de la Quijada» ."
6943,Jueces,15,18,"18 Después Sansón tuvo mucha sed y clamó al Señor : «Has logrado esta gran victoria por medio de la fuerza de tu siervo, ¿y ahora tengo que morir de sed y caer en manos de estos paganos?»."
6944,Jueces,15,19,"19 Entonces Dios hizo que brotara agua a chorros de un hoyo en el suelo de Lehi, y Sansón se reanimó al beber. Luego llamó a ese lugar «Manantial del que Clamó» , el cual todavía se encuentra en Lehi hasta el día de hoy."
6945,Jueces,15,20,"20 Sansón fue juez de Israel por veinte años, durante el tiempo en que los filisteos dominaban la tierra."
6946,Jueces,16,1,1 Sansón se lleva las puertas de Gaza Cierto día Sansón fue a la ciudad filistea de Gaza y pasó la noche con una prostituta.
6947,Jueces,16,2,"2 Pronto corrió la voz de que Sansón estaba allí, así que los hombres de Gaza se reunieron y esperaron toda la noche en las puertas de la ciudad. Se mantuvieron en silencio durante la noche mientras se decían: «Con la luz de la mañana, lo mataremos»."
6948,Jueces,16,3,"3 Pero Sansón estuvo acostado solamente hasta la medianoche. Luego se levantó, agarró las puertas de la ciudad con los dos postes y las levantó con tranca y todo. Se las puso sobre los hombros y las llevó a cuestas hasta la cima de la colina situada frente a Hebrón."
6949,Jueces,16,4,"4 Sansón y Dalila Tiempo después, Sansón se enamoró de una mujer llamada Dalila, que vivía en el valle de Sorec."
6950,Jueces,16,5,"5 Los gobernantes de los filisteos fueron a verla y le dijeron: «Seduce a Sansón para que te diga qué lo hace tan fuerte, y cómo es posible dominarlo y atarlo sin que se suelte. Luego, cada uno de nosotros te dará mil cien piezas de plata»."
6951,Jueces,16,6,"6 Así que Dalila le dijo a Sansón: —Dime, por favor, qué te hace tan fuerte, y con qué podrían amarrarte sin que te liberes."
6952,Jueces,16,7,"7 Sansón respondió: —Si me ataran con siete cuerdas de arco que sean nuevas y que aún no se hayan secado, me volvería tan débil como cualquier otro hombre."
6953,Jueces,16,8,"8 Entonces los gobernantes filisteos le llevaron a Dalila siete cuerdas nuevas, y con ellas ató a Sansón."
6954,Jueces,16,9,"9 Dalila había escondido a algunos hombres en una de las habitaciones internas de su casa, y gritó: «¡Sansón! ¡Los filisteos han venido a capturarte!»; pero Sansón rompió las cuerdas de arco como se rompe una cuerda cuando la quema el fuego. Así que no descubrieron el secreto de su fuerza."
6955,Jueces,16,10,"10 Después Dalila le dijo: —¡Hasta ahora te has burlado de mí y me has dicho mentiras! Así que, por favor, dime cómo es posible amarrarte sin que te liberes."
6956,Jueces,16,11,"11 Sansón respondió: —Si me ataran con sogas totalmente nuevas, que nunca se hayan usado, me volvería tan débil como cualquier otro hombre."
6957,Jueces,16,12,"12 Así que Dalila tomó sogas nuevas y ató a Sansón con ellas. Los hombres estaban escondidos en otra habitación como antes, y de nuevo Dalila gritó: «¡Sansón! ¡Los filisteos han venido a capturarte!»; pero otra vez Sansón rompió las sogas que le ataban los brazos como si fueran hilos."
6958,Jueces,16,13,"13 Entonces Dalila dijo: —¡Hasta ahora te has burlado de mí y me has dicho mentiras! Dime ya cómo es posible amarrarte sin que te liberes. Sansón respondió: —Si entretejieras las siete trenzas de mi cabello con la tela del telar y lo aseguraras con la lanzadera del telar, me volvería tan débil como cualquier otro hombre. Así que, mientras él dormía, Dalila le entretejió las siete trenzas del cabello con la tela."
6959,Jueces,16,14,"14 Después la aseguró con la lanzadera del telar. Una vez más gritó: «¡Sansón! ¡Los filisteos han venido a capturarte!»; pero Sansón se despertó, arrancó la lanzadera del telar y sacó de un tirón su cabello del telar y de la tela."
6960,Jueces,16,15,"15 Entonces Dalila, haciendo pucheros, le dijo: «¿Cómo puedes decirme “te amo” si no me confías tus secretos? ¡Ya te has burlado de mí tres veces y aún no me has dicho lo que te hace tan fuerte!»."
6961,Jueces,16,16,16 Día tras día lo estuvo fastidiando hasta que se hartó de tanta insistencia.
6962,Jueces,16,17,"17 Entonces finalmente Sansón le reveló su secreto: «Nunca se me ha cortado el cabello —le confesó—, porque fui consagrado a Dios como nazareo desde mi nacimiento. Si me raparan la cabeza, perdería la fuerza, y me volvería tan débil como cualquier otro hombre»."
6963,Jueces,16,18,"18 Así que Dalila se dio cuenta de que por fin Sansón le había dicho la verdad, y mandó llamar a los gobernantes filisteos. «Vuelvan una vez más —les dijo—, porque al fin me reveló su secreto». Entonces los gobernantes filisteos volvieron con el dinero en las manos."
6964,Jueces,16,19,"19 Dalila arrulló a Sansón hasta dormirlo con la cabeza sobre su regazo, y luego hizo entrar a un hombre para que le afeitara las siete trenzas del cabello. De esa forma, comenzó a debilitarlo, y la fuerza lo abandonó."
6965,Jueces,16,20,"20 Entonces ella gritó: «¡Sansón! ¡Los filisteos han venido a capturarte!». Cuando se despertó, pensó: «Haré como antes y enseguida me liberaré»; pero no se daba cuenta de que el Señor lo había abandonado."
6966,Jueces,16,21,"21 Así que los filisteos lo capturaron y le sacaron los ojos. Se lo llevaron a Gaza, donde lo ataron con cadenas de bronce y lo obligaron a moler grano en la prisión."
6967,Jueces,16,22,"22 Pero en poco tiempo, el cabello comenzó a crecerle otra vez."
6968,Jueces,16,23,"23 Victoria final de Sansón Entonces los gobernantes filisteos se juntaron para celebrar un gran festival, en el que ofrecían sacrificios y alababan a su dios Dagón diciendo: «¡Nuestro dios nos ha dado la victoria sobre Sansón, nuestro enemigo!»."
6969,Jueces,16,24,"24 Cuando el pueblo vio a Sansón, también alabó a su dios diciendo: «¡Nuestro dios nos ha entregado a nuestro enemigo! ¡El que mató a tantos de nosotros ahora está en nuestro poder!»."
6970,Jueces,16,25,"25 Los presentes, ya medio borrachos, exigieron: «¡Traigan a Sansón para que nos divierta!». Así que lo sacaron de la prisión para que los entretuviera, y lo pusieron de pie entre las columnas que sostenían la azotea."
6971,Jueces,16,26,26 Sansón le dijo al joven sirviente que lo llevaba de la mano: «Pon mis manos sobre las columnas que sostienen el templo. Quiero recostarme en ellas».
6972,Jueces,16,27,"27 Ahora bien, el templo estaba totalmente lleno de gente. Todos los gobernantes filisteos estaban presentes, y en la azotea había cerca de tres mil hombres y mujeres, mirando el entretenimiento de Sansón."
6973,Jueces,16,28,"28 Entonces Sansón oró al Señor : «S Soberano, acuérdate de mí otra vez. Oh Dios, te ruego que me fortalezcas sólo una vez más. Con un solo golpe, déjame vengarme de los filisteos por la pérdida de mis dos ojos»."
6974,Jueces,16,29,29 Entonces Sansón apoyó las manos sobre las dos columnas centrales que sostenían el templo; las empujó con ambas manos
6975,Jueces,16,30,"30 y pidió en oración: «Déjame morir con los filisteos». Y el templo se derrumbó sobre los gobernantes filisteos y todos los demás presentes. De esa manera, Sansón mató más personas al morir, que las que había matado durante toda su vida."
